Unnamed: 0,o_id,item1_img_path,item2_img_path,item3_img_path,item1_rating,item2_rating,item3_rating,rating,prob,occasion,label,item1_category,item2_category,item3_category
36,20,Amazon/images/41Y%2BZnsR6lL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,Amazon/images/31St0fZhF6L.jpg,2,1,2,2,2,6,0,5,1,0
37,1428,Amazon/images/41QhUr4AqSL.jpg,Amazon/images/41H%2BidCkkVL.jpg,Amazon/images/51I4Ggbtr3L.jpg,1,4,4,4,1,2,0,5,8,0
38,5885,Amazon/images/41tciFNVN1L.jpg,Amazon/images/414c0cB41rL.jpg,Amazon/images/41uCywf-ErL.jpg,4,4,3,4,,"2,3",1,5,10,0
39,2327,Amazon/images/41%2Bz5Rgn1XL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,Amazon/images/41lsQ0XeTeL.jpg,3,3,3,3,,3,1,5,10,9
40,2293,Amazon/images/41Bb2DS7phL.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/41ZaB7kin0L.jpg,3,3,1,3,,6,1,5,10,9
41,2444,Amazon/images/41csPaDG7iL.jpg,Amazon/images/41B9iX4wc6L.jpg,Amazon/images/41ZIy5F8DDL.jpg,4,4,4,4,,"2,4",1,11,10,7
42,5435,Amazon/images/41oMaoUIBXL.jpg,Amazon/images/41rqNiRIgdL.jpg,Amazon/images/41APvSF%2BFqL.jpg,3,3,1,3,3,6,0,5,10,9
43,5287,Amazon/images/41rYh40XtfL.jpg,Amazon/images/41MedmiQ68L.jpg,Amazon/images/414h9ZzvuYL.jpg,2,3,1,3,3,3,0,5,10,7
44,2170,Amazon/images/41Yw2vU7zCL.jpg,Amazon/images/41tcYHChHoL.jpg,Amazon/images/41FH7Ht7GKL.jpg,2,4,1,3,3,1,0,5,10,9
45,431,Amazon/images/41krmmjHNnL.jpg,Amazon/images/411tFNX%2B51L.jpg,Amazon/images/41cnpG56v5L.jpg,3,3,3,3,2,3,0,5,10,7
46,4124,Amazon/images/41ugbcCZ89L.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/41lx0yfjtKL.jpg,1,3,3,3,1,3,0,5,10,2
47,2694,Amazon/images/41Y%2BZnsR6lL.jpg,Amazon/images/413YvtgV2FL.jpg,Amazon/images/41fJ%2BRB8toL.jpg,3,4,4,4,,6,1,5,10,0
48,491,Amazon/images/41xtOb1c3UL.jpg,Amazon/images/41gi6YnWjyL.jpg,Amazon/images/515iYYxbQqL.jpg,3,1,3,3,2,3,0,5,8,0
49,2635,Amazon/images/41F4FRiozaL.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/41haqqmUe1L.jpg,3,3,1,3,3,1,0,5,10,9
50,4319,Amazon/images/41NIMky08tL.jpg,Amazon/images/41V5aOwwlGL.jpg,Amazon/images/41sKLrZoM9L.jpg,4,4,3,4,,3,1,5,10,7
51,761,Amazon/images/41lRFMl7qdL.jpg,Amazon/images/41FQKH53N%2BL.jpg,Amazon/images/41Wi3oYE1OL.jpg,4,3,4,4,,2,1,11,10,2
52,5330,Amazon/images/41L3GZgwRSL.jpg,Amazon/images/4162-T9AazL.jpg,Amazon/images/41jxu-aZl2L.jpg,3,3,3,3,,2,1,11,8,0
53,2042,Amazon/images/41J4e5deAbL.jpg,Amazon/images/411tFNX%2B51L.jpg,Amazon/images/41FoEX%2BgQ5L.jpg,3,4,4,4,,3,1,5,10,9
54,3203,Amazon/images/41fFKb9wecL.jpg,Amazon/images/51nkJErgFUL.jpg,Amazon/images/41b1IVPonIL.jpg,3,3,1,3,3,6,0,5,10,9
55,5733,Amazon/images/411pJYoZ3CL.jpg,Amazon/images/41rqNiRIgdL.jpg,Amazon/images/41Ii%2B2GQ36L.jpg,4,1,4,4,2,2,0,4,10,9
56,1502,Amazon/images/414NbR-%2BjEL.jpg,Amazon/images/41PYIM32NHL.jpg,Amazon/images/41FJdy-xkXL.jpg,2,3,3,3,,2,1,4,10,0
57,5495,Amazon/images/41AnlCjsHdL.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/51f988KT7OL.jpg,3,3,3,3,,3,1,5,10,9
58,729,Amazon/images/41QXbzohjWL.jpg,Amazon/images/414vK-PXiuL.jpg,Amazon/images/410Xkr31X2L.jpg,4,4,5,4,,3,1,5,10,9
59,1338,Amazon/images/41lNiTraCSL.jpg,Amazon/images/41dJ2It7vSL.jpg,Amazon/images/31xd7xaQQ1L.jpg,3,3,1,3,3,2,0,4,8,7
60,4428,Amazon/images/41ilK8D9rCL.jpg,Amazon/images/41Z2OsRDqCL.jpg,Amazon/images/41aP4-0jAGL.jpg,3,1,3,3,2,2,0,5,8,9
61,3650,Amazon/images/41RIt4smw0L.jpg,Amazon/images/41NXceFkwCL.jpg,Amazon/images/41Kiivx6zuL.jpg,4,2,4,3,,2,1,4,8,7
62,3639,Amazon/images/41mfrixrXcL.jpg,Amazon/images/415uEMF9eZL.jpg,Amazon/images/41%2BeB60FAOL.jpg,3,3,3,3,,6,1,5,10,2
63,5356,Amazon/images/41wlYzgOm1L.jpg,Amazon/images/41Cr%2BAECjyL.jpg,Amazon/images/41Z8ShduK4L.jpg,4,2,3,4,,3,1,5,10,2
64,2790,Amazon/images/41OoxAnPsoL.jpg,Amazon/images/41yqbdgEIeL.jpg,Amazon/images/51pqKpzoa3L.jpg,4,4,4,4,1,3,0,5,10,9
65,4159,Amazon/images/413ZMQhB9oL.jpg,Amazon/images/41SlSsQcv2L.jpg,Amazon/images/517l8DpZMeL.jpg,1,4,3,4,1,2,0,5,1,2
66,1082,Amazon/images/41kdRfabfVL.jpg,Amazon/images/41AN-y8OE2L.jpg,Amazon/images/41gXlU8GHUL.jpg,2,3,3,3,,2,1,4,10,0
67,1593,Amazon/images/41IzDWYIhzL.jpg,Amazon/images/31N0bKOOhAL.jpg,Amazon/images/31xd7xaQQ1L.jpg,2,2,2,2,,6,1,5,10,7
68,4044,Amazon/images/41OltKFeT0L.jpg,Amazon/images/41NzHlC46kL.jpg,Amazon/images/41bH4i83amL.jpg,3,3,3,3,,3,1,5,10,7
69,3978,Amazon/images/41x%2B1fgsdOL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,Amazon/images/41GNUoAV54L.jpg,4,3,4,4,,2,1,11,10,2
70,3629,Amazon/images/41UWmuL4HrL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,Amazon/images/417nNkxkVyL.jpg,2,2,1,2,3,2,0,11,1,2
71,616,Amazon/images/41LgOLoRiBL.jpg,Amazon/images/41gi6YnWjyL.jpg,Amazon/images/51s%2Bmu1KnaL.jpg,3,1,2,3,2,3,0,5,8,7
72,4188,Amazon/images/51EbAmrSo6L.jpg,Amazon/images/411tFNX%2B51L.jpg,Amazon/images/41z5JIqg3hL.jpg,2,3,1,2,3,3,0,5,10,7
73,3888,Amazon/images/41xtOb1c3UL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,Amazon/images/41b7UqxvFLL.jpg,3,1,4,3,2,"1,6",0,5,1,7
74,1722,Amazon/images/41IzDWYIhzL.jpg,Amazon/images/41gWT1dZDhL.jpg,Amazon/images/41FajarJ%2BRL.jpg,2,1,3,3,2,3,0,5,8,9
75,5219,Amazon/images/41QXbzohjWL.jpg,Amazon/images/41yqbdgEIeL.jpg,Amazon/images/41g5ip3QYfL.jpg,4,4,2,3,,3,1,5,10,0
76,5823,Amazon/images/51qFDDr1IGL.jpg,Amazon/images/41WS2UdCGXL.jpg,Amazon/images/41YuhzbN7aL.jpg,3,2,2,2,,2,1,11,8,9
77,916,Amazon/images/41GWkg7Jw8L.jpg,Amazon/images/51X6A29hWhL.jpg,Amazon/images/41QRWH%2BVdDL.jpg,4,4,1,4,3,6,0,5,10,7
78,2521,Amazon/images/41-295en0IL.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/41e8paDgSUL.jpg,3,3,1,3,3,6,0,5,10,7
79,4708,Amazon/images/41qFqzWggxL.jpg,Amazon/images/41yqbdgEIeL.jpg,Amazon/images/41GMeWOXpXL.jpg,2,3,3,3,1,2,0,5,10,7
80,4203,Amazon/images/41q-ZthhoxL.jpg,Amazon/images/41I7RXxeHuL.jpg,Amazon/images/51nyLq4YrbL.jpg,4,1,4,4,2,3,0,5,8,2
81,663,Amazon/images/41ACvqXCo1L.jpg,Amazon/images/411tFNX%2B51L.jpg,Amazon/images/31Tr0a0-KVL.jpg,3,3,3,3,,2,1,4,10,2
82,624,Amazon/images/41hXmJSHQwL.jpg,Amazon/images/41MedmiQ68L.jpg,Amazon/images/51P9FvD7U6L.jpg,2,2,2,2,,2,1,3,10,9
83,1002,Amazon/images/41oMaoUIBXL.jpg,Amazon/images/41Ca1HdjwwL.jpg,Amazon/images/41CZKiMj-uL.jpg,2,2,1,2,3,3,0,5,8,0
84,2904,Amazon/images/41cgUY-l5%2BL.jpg,Amazon/images/41E63AFImSL.jpg,Amazon/images/41ksCTvFceL.jpg,3,4,4,4,,2,1,4,8,7
85,1840,Amazon/images/41XMaguUYJL.jpg,Amazon/images/41AN-y8OE2L.jpg,Amazon/images/41pMJZO91uL.jpg,2,3,4,3,,3,1,5,10,2
86,872,Amazon/images/41cYXgfnlsL.jpg,Amazon/images/41gi6YnWjyL.jpg,Amazon/images/41B-OzP7ezL.jpg,3,3,3,3,,2,1,3,8,7
87,447,Amazon/images/51aEMalmZVL.jpg,Amazon/images/41Ca1HdjwwL.jpg,Amazon/images/41YLxKcY7JL.jpg,4,3,3,3,,2,1,4,8,0
88,2934,Amazon/images/41X-dBFfUhL.jpg,Amazon/images/414MAocaynL.jpg,Amazon/images/41BfRMGCNoL.jpg,2,3,1,2,3,6,0,5,10,9
89,1041,Amazon/images/41QXvrRAR0L.jpg,Amazon/images/411tFNX%2B51L.jpg,Amazon/images/41-YOyol0QL.jpg,2,3,3,3,,3,1,5,10,9
90,1745,Amazon/images/51H8U9bkriL.jpg,Amazon/images/41Ww5lQOsrL.jpg,Amazon/images/51bZzyCpfPL.jpg,2,3,3,3,,2,1,11,10,0
91,5914,Amazon/images/41tIn4YVGiL.jpg,Amazon/images/411tFNX%2B51L.jpg,Amazon/images/41YuhzbN7aL.jpg,4,3,1,4,3,2,0,11,10,9
92,5643,Amazon/images/41OltKFeT0L.jpg,Amazon/images/41TP120YxbL.jpg,Amazon/images/4171NZAO6YL.jpg,4,4,4,4,,3,1,5,8,9
93,2571,Amazon/images/41Em32FOP-L.jpg,Amazon/images/41ULoeb0BRL.jpg,Amazon/images/51VrHhWhTcL.jpg,3,1,4,3,2,"2,3",0,5,8,9
94,2761,Amazon/images/41fFKb9wecL.jpg,Amazon/images/41yqbdgEIeL.jpg,Amazon/images/31rz0QufpiL.jpg,1,3,3,3,1,2,0,5,10,9
95,4542,Amazon/images/41MRelhIauL.jpg,Amazon/images/41nIHiljUfL.jpg,Amazon/images/41%2BK81j2IrL.jpg,3,3,1,3,3,3,0,5,8,0
96,174,Amazon/images/412aqfSS1pL.jpg,Amazon/images/41N1o69lE5L.jpg,Amazon/images/419H-vs1mEL.jpg,3,3,1,3,,2,1,4,1,9
97,237,Amazon/images/41XKwXaiGBL.jpg,Amazon/images/411RTZ4a65L.jpg,Amazon/images/412C4umlWeL.jpg,3,1,3,3,2,3,0,5,6,9
98,2418,Amazon/images/41TN8vsO%2BkL.jpg,Amazon/images/41qiQqqLDUL.jpg,Amazon/images/41aywsvzBOL.jpg,3,3,3,3,,3,1,5,10,7
99,4517,Amazon/images/41pQSp%2Bb4wL.jpg,Amazon/images/41I7RXxeHuL.jpg,Amazon/images/41XQH84kviL.jpg,2,1,2,2,2,"6,3",0,5,8,7
100,880,Amazon/images/41LgOLoRiBL.jpg,Amazon/images/41gi6YnWjyL.jpg,Amazon/images/410ZzwWjwjL.jpg,3,1,3,3,2,3,0,5,8,7
101,1624,Amazon/images/41TsWAkbSWL.jpg,Amazon/images/41dJ2It7vSL.jpg,Amazon/images/31mjZTKNE3L.jpg,3,3,1,3,3,3,0,5,8,0
102,168,Amazon/images/41TRQVFmSzL.jpg,Amazon/images/41N1o69lE5L.jpg,Amazon/images/41BHYc83W-L.jpg,2,3,3,3,1,"6,3",0,5,1,0
103,666,Amazon/images/41Bb2DS7phL.jpg,Amazon/images/411RTZ4a65L.jpg,Amazon/images/51d3wow5bJL.jpg,3,1,3,3,2,3,0,5,6,2
104,661,Amazon/images/41IJ9yo-Q2L.jpg,Amazon/images/41GWdq%2BOpyL.jpg,Amazon/images/510fuIM3uJL.jpg,3,3,4,3,,2,1,4,1,0
105,2469,Amazon/images/41nYn%2BTKfyL.jpg,Amazon/images/411tFNX%2B51L.jpg,Amazon/images/51-A8vo71BL.jpg,3,3,1,4,3,2,0,11,10,2
106,4592,Amazon/images/413ZMQhB9oL.jpg,Amazon/images/41V5aOwwlGL.jpg,Amazon/images/41M96LvtLIL.jpg,4,4,4,4,,6,1,5,10,7
107,402,Amazon/images/41hK6%2BVDPML.jpg,Amazon/images/41VLCuXs4FL.jpg,Amazon/images/51sKDyddnzL.jpg,4,4,1,4,3,2,0,4,10,0
108,2086,Amazon/images/41mgL6RzizL.jpg,Amazon/images/419cD9L3QiL.jpg,Amazon/images/41UdZy1bi9L.jpg,3,4,4,5,,6,1,5,10,2
109,2175,Amazon/images/51OmYz6fhtL.jpg,Amazon/images/41tcYHChHoL.jpg,Amazon/images/415ZGThsjpL.jpg,2,3,3,3,,2,1,3,10,2
110,3302,Amazon/images/41mgL6RzizL.jpg,Amazon/images/41NXceFkwCL.jpg,Amazon/images/51jGma17YuL.jpg,1,3,4,3,1,2,0,5,8,0
111,924,Amazon/images/51Q91XvGgBL.jpg,Amazon/images/51oSaj2BUCL.jpg,Amazon/images/4108XqKVGwL.jpg,2,1,2,2,,3,1,5,10,7
112,1580,Amazon/images/41ugbcCZ89L.jpg,Amazon/images/31JDkZYzJuL.jpg,Amazon/images/41ZPIOpTl6L.jpg,2,3,1,3,3,6,0,5,10,9
113,851,Amazon/images/41XMaguUYJL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,Amazon/images/513BZNADBDL.jpg,1,2,3,3,1,2,0,5,1,0
114,2127,Amazon/images/41QXvrRAR0L.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/41CW-q6lkFL.jpg,3,3,1,3,3,6,0,5,10,9
115,89,Amazon/images/41OltKFeT0L.jpg,Amazon/images/41sjQKFsskL.jpg,Amazon/images/41wMtB3DaTL.jpg,4,1,4,4,2,3,0,5,8,7
116,1052,Amazon/images/41hTMeEWrDL.jpg,Amazon/images/41Ww5lQOsrL.jpg,Amazon/images/41GkSY00g%2BL.jpg,2,3,1,3,3,3,0,5,10,9
117,2627,Amazon/images/51cXD4UwxeL.jpg,Amazon/images/419cD9L3QiL.jpg,Amazon/images/41M02wPOBUL.jpg,4,4,1,4,3,2,0,11,10,7
118,1678,Amazon/images/41-EGQRaJiL.jpg,Amazon/images/413XBtx7k5L.jpg,Amazon/images/41wysn7cd2L.jpg,4,1,1,4,"2,3",6,0,5,8,7
119,3456,Amazon/images/41xvCjKDkJL.jpg,Amazon/images/415SkJQDjTL.jpg,Amazon/images/41D9vIT-VxL.jpg,3,3,1,3,3,2,0,11,8,7
120,2176,Amazon/images/41Bb2DS7phL.jpg,Amazon/images/41bt6tUEYQL.jpg,Amazon/images/41vz%2BFC6C6L.jpg,3,1,3,3,2,3,0,5,8,9
121,2430,Amazon/images/518s3bv9OAL.jpg,Amazon/images/41c0BzUWxyL.jpg,Amazon/images/41rxTvdaEUL.jpg,2,3,3,2,,3,1,5,10,0
122,4875,Amazon/images/41QXvrRAR0L.jpg,Amazon/images/414vK-PXiuL.jpg,Amazon/images/41xWszM48bL.jpg,2,3,3,2,,3,1,5,10,0
123,4787,Amazon/images/51tgqNeieXL.jpg,Amazon/images/41Z2OsRDqCL.jpg,Amazon/images/51bC7LDc-0L.jpg,3,1,1,3,"2,3",3,0,5,8,9
124,835,Amazon/images/41ceXU7MMIL.jpg,Amazon/images/51oSaj2BUCL.jpg,Amazon/images/41VTUp1dt6L.jpg,4,3,1,3,3,3,0,5,10,9
125,5178,Amazon/images/51%2Bsqh1IpNL.jpg,Amazon/images/41m0FgksT1L.jpg,Amazon/images/41-k4T4mdpL.jpg,2,3,1,2,3,2,0,4,10,0
126,4555,Amazon/images/41pQSp%2Bb4wL.jpg,Amazon/images/41I7RXxeHuL.jpg,Amazon/images/41-OfjZLG2L.jpg,3,1,3,3,2,3,0,5,8,7
127,2836,Amazon/images/51OmYz6fhtL.jpg,Amazon/images/41tcYHChHoL.jpg,Amazon/images/51OBCPG4kxL.jpg,2,3,3,3,,2,1,3,10,7
128,289,Amazon/images/41gfk-cRR9L.jpg,Amazon/images/414vK-PXiuL.jpg,Amazon/images/41ahP11-KRL.jpg,3,4,4,4,,2,1,11,10,7
129,5505,Amazon/images/41tciFNVN1L.jpg,Amazon/images/414c0cB41rL.jpg,Amazon/images/41az38VGKtL.jpg,4,4,4,4,,"2,3",1,5,10,7
130,3402,Amazon/images/41PpGoBJr7L.jpg,Amazon/images/4162-T9AazL.jpg,Amazon/images/41q7FqFBbpL.jpg,1,3,3,3,1,2,0,5,8,7
131,106,Amazon/images/513hjRocTbL.jpg,Amazon/images/51X6A29hWhL.jpg,Amazon/images/4177iHc9iML.jpg,5,5,4,5,,3,1,5,10,9
132,94,Amazon/images/419jNH3TAtL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,Amazon/images/41IQFOCId0L.jpg,1,2,3,2,1,2,0,5,1,7
133,589,Amazon/images/41oWegGzI%2BL.jpg,Amazon/images/414vK-PXiuL.jpg,Amazon/images/41mMTqBxZHL.jpg,3,3,2,3,,3,1,5,10,7
134,468,Amazon/images/418NsZsSWuL.jpg,Amazon/images/41FQKH53N%2BL.jpg,Amazon/images/51bUSs4touL.jpg,4,3,4,4,,3,1,5,10,2
135,3999,Amazon/images/41pQSp%2Bb4wL.jpg,Amazon/images/41m0FgksT1L.jpg,Amazon/images/41846NROU8L.jpg,2,2,2,2,,3,1,5,10,7
136,4955,Amazon/images/41RW%2BApv1VL.jpg,Amazon/images/61QVKClY3mL.jpg,Amazon/images/41XQH84kviL.jpg,3,3,1,3,3,2,0,4,8,7
137,3230,Amazon/images/41F4FRiozaL.jpg,Amazon/images/41kr4bjN6tL.jpg,Amazon/images/41OwseyLLFL.jpg,1,2,3,2,1,2,0,5,8,9
138,4160,Amazon/images/419JexNkF3L.jpg,Amazon/images/414vK-PXiuL.jpg,Amazon/images/41kX1B7KrTL.jpg,4,5,5,5,,2,1,11,10,7
139,2899,Amazon/images/518M6G818cL.jpg,Amazon/images/419cD9L3QiL.jpg,Amazon/images/410vGNrrmwL.jpg,4,4,4,4,,6,1,5,10,2
140,4920,Amazon/images/41QhUr4AqSL.jpg,Amazon/images/41yqbdgEIeL.jpg,Amazon/images/31lyIGKS--L.jpg,3,4,3,3,,3,1,5,10,0
141,5840,Amazon/images/41sU-YZAGIL.jpg,Amazon/images/41EF8EMZgML.jpg,Amazon/images/41YuhzbN7aL.jpg,3,4,1,3,3,3,0,5,10,9
142,5486,Amazon/images/41ACvqXCo1L.jpg,Amazon/images/41WS2UdCGXL.jpg,Amazon/images/41B1dOTVHUL.jpg,3,3,1,3,3,2,0,4,8,2
143,3184,Amazon/images/41Ayhl919zL.jpg,Amazon/images/415SkJQDjTL.jpg,Amazon/images/41-YPUzKzmL.jpg,3,1,3,3,2,2,0,11,8,7
144,2702,Amazon/images/41xDfnNfN3L.jpg,Amazon/images/41yqbdgEIeL.jpg,Amazon/images/41sszhiECFL.jpg,3,4,4,4,,2,1,11,10,0
145,520,Amazon/images/41GWkg7Jw8L.jpg,Amazon/images/51X6A29hWhL.jpg,Amazon/images/31D2iedsvqL.jpg,3,3,1,3,3,6,0,5,10,9
146,5295,Amazon/images/41TRQVFmSzL.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/41w4CRXvU5L.jpg,3,3,1,3,3,1,0,5,10,9
147,600,Amazon/images/41hp2Sz8dnL.jpg,Amazon/images/41gi6YnWjyL.jpg,Amazon/images/41A6dgc304L.jpg,3,1,3,3,"1,2",3,0,5,8,7
148,4909,Amazon/images/41F4FRiozaL.jpg,Amazon/images/41qiQqqLDUL.jpg,Amazon/images/416Bs7MNZQL.jpg,2,3,3,3,1,3,0,5,10,0
149,508,Amazon/images/41oMaoUIBXL.jpg,Amazon/images/41N1o69lE5L.jpg,Amazon/images/41vC%2BAsYExL.jpg,3,3,3,3,,3,1,5,1,7
150,1419,Amazon/images/41IzDWYIhzL.jpg,Amazon/images/4182ZwGiNXL.jpg,Amazon/images/413hTIk6vcL.jpg,3,3,3,3,,3,1,5,10,9
151,2853,Amazon/images/41aXWUZbTXL.jpg,Amazon/images/4162-T9AazL.jpg,Amazon/images/41WPasc2O4L.jpg,2,2,2,2,3,3,0,5,8,2
152,3453,Amazon/images/51jblm7ikEL.jpg,Amazon/images/41m0FgksT1L.jpg,Amazon/images/41HRmkam%2BbL.jpg,4,3,4,4,,2,1,11,10,7
