"tw_img_url","bw_img_url","tw_price","bw_price","occasion","rating"
"138577991.jpg","134807550.jpg","11.00","198.00","3","4"
"173626869.jpg","176673381.jpg","21.00","630.00","4","4"
"199987425.jpg","191494299.jpg","36.00","515.00","4","5"
"137337985.jpg","154221758.jpg","22.00","27.00","4","4"
"109207631.jpg","112506533.jpg","12.00","22.00","4","5"
"177730490.jpg","172544698.jpg","14.00","19.00","3,4","4"
"190320096.jpg","190549458.jpg","15.00","15.00","4","5"
"150989372.jpg","144408395.jpg","20.00","19.00","1,6","5"
"182426618.jpg","190984403.jpg","11.00","36.00","3,4","2"
"91500546.jpg","179839841.jpg","26.00","48.00","2","4"
"139171774.jpg","139917190.jpg","21.00","19.00","3,4","5"
"149195455.jpg","154197218.jpg","9.51","6.03","3","4"
"134296450.jpg","132518631.jpg","1880.00","260.00","4","5"
"142061010.jpg","141886313.jpg","30.00","700.00","3","4"
"134834461.jpg","141886313.jpg","15.00","700.00","3","4"
"18412489.jpg","183730180.jpg","97.00","520.00","2,3","3"
"181249478.jpg","79362031.jpg","8.99","59.00","2,3","4"
"171221452.jpg","176569476.jpg","36.00","13.00","4","5"
"134329450.jpg","149469760.jpg","355.00","16.00","4","5"
"175050979.jpg","177027060.jpg","88.00","98.00","4","5"
"106407898.jpg","139631168.jpg","9.99","14.00","4","5"
"194288055.jpg","198173299.jpg","870.00","435.00","4","4"
"184283049.jpg","182401293.jpg","22.00","67.00","4","5"
"140977353.jpg","189138702.jpg","7.45","10.00","4","5"
"182058512.jpg","179104928.jpg","26.00","16.00","2,3","3"
"99928437.jpg","99540560.jpg","25.00","20.00","3","4"
"155963394.jpg","162176849.jpg","13.00","140.00","2","4"
"133794079.jpg","131370991.jpg","125.00","290.00","2,3,4","5"
"195402094.jpg","188531129.jpg","290.00","98.00","3,4","5"
"128456286.jpg","147864539.jpg","42.00","318.00","4","5"
"197779163.jpg","171188946.jpg","55.00","105.00","2,3","4"
"111070344.jpg","111137487.jpg","30.00","12.00","4","5"
"76722328.jpg","99716431.jpg","55.00","128.00","3","2"
"178357420.jpg","177566790.jpg","16.00","31.00","4","4"
"90789769.jpg","113733070.jpg","20.00","35.00","2,3","5"
"194650086.jpg","196173127.jpg","649.00","36.00","4","5"
"175227433.jpg","177336625.jpg","285.00","2995.00","4","3"
"132841802.jpg","129856134.jpg","370536.00","130.00","3","3"
"107418848.jpg","105526831.jpg","12.00","21.00","2,3","4"
"82271116.jpg","111093031.jpg","58.00","58.00","2","5"
"166404408.jpg","158175636.jpg","155.00","294.00","2","5"
"140683774.jpg","148420429.jpg","1705.00","49.00","4","5"
"176703742.jpg","175233791.jpg","275.00","37.00","4","5"
"90613837.jpg","86934233.jpg","1057.00","505.00","4","5"
"173941656.jpg","161860976.jpg","46.00","370.00","4","5"
"141269868.jpg","146748297.jpg","19.00","275.00","2,3","4"
"151979807.jpg","39254354.jpg","82.00","44.00","2","4"
"190164750.jpg","177723994.jpg","87.00","93.00","3","4"
"134979795.jpg","136472993.jpg","20.00","18.00","2","5"
"139860477.jpg","148420429.jpg","1130.00","49.00","3,4","4"
"193584293.jpg","200728521.jpg","22.00","36.00","3","3"
"194696531.jpg","179671471.jpg","5.50","385.00","4","5"
"99742976.jpg","101676947.jpg","37.00","12.00","4","5"
"179144185.jpg","163583853.jpg","35.00","49.00","3","3"
"124416930.jpg","130365658.jpg","22.00","22.00","3","4"
"124416930.jpg","128032350.jpg","22.00","215.00","2,3","3"
"124416930.jpg","127734762.jpg","22.00","325.00","3","3"
"129173220.jpg","130365658.jpg","25.00","22.00","2","3"
"129173220.jpg","128032350.jpg","25.00","215.00","2","3"
"129173220.jpg","127734762.jpg","25.00","325.00","3,4","3"
"178582643.jpg","193254189.jpg","20.00","56.00","4","3"
"167801178.jpg","167141697.jpg","14.00","22.00","3,4","5"
"171007812.jpg","81947183.jpg","77.00","50.00","4","5"
"200756118.jpg","199184912.jpg","112.00","36.00","4","5"
"187621829.jpg","195004651.jpg","53.00","918.00","6,3,4","4"
"189251262.jpg","188269839.jpg","210.00","195.00","4","2"
"113059709.jpg","112033323.jpg","10.00","19.00","2,3","5"
"199664973.jpg","192752039.jpg","13.00","28.00","2,3","4"
"143135813.jpg","143081469.jpg","480.00","35.00","4","5"
"184358566.jpg","150415434.jpg","185.00","40.00","3,4","4"
"181841364.jpg","181899368.jpg","50.00","50.00","4","3"
"165123294.jpg","94970698.jpg","145.00","135.00","2,3","3"
"140544800.jpg","138900269.jpg","11.00","15.00","2,3","5"
"195582353.jpg","192743989.jpg","610.00","315.00","4","3"
"162037261.jpg","162053950.jpg","15.00","140.00","2","4"
"53124520.jpg","28885071.jpg","370.00","37.00","2,3","4"
"139118931.jpg","127571996.jpg","265.00","130.00","2","4"
"163173739.jpg","149181379.jpg","199.00","125.00","3","3"
"125686121.jpg","151014667.jpg","35.00","190.00","4","5"
"156526791.jpg","170216907.jpg","17.00","56.00","6,4","4"
"154513479.jpg","153468195.jpg","170.00","50.00","2,3","5"
"96368241.jpg","105763969.jpg","30.00","155.00","3","3"
"190209524.jpg","181855008.jpg","67.00","50.00","4","4"
"94693103.jpg","100501306.jpg","68.00","12.00","2,3","3"
"99928437.jpg","99812202.jpg","25.00","65.00","3","4"
"143588556.jpg","144803640.jpg","12.00","230.00","2","4"
"143636731.jpg","137701445.jpg","13.00","9.99","2,3","5"
"116872296.jpg","117378622.jpg","395.00","533.00","4","5"
"105362636.jpg","110729812.jpg","12.00","9.95","4","5"
"163717220.jpg","129871572.jpg","15.00","39.00","4","5"
"98406312.jpg","99629811.jpg","42.00","29.00","2,3","3"
"99928437.jpg","99629811.jpg","25.00","29.00","2,3","3"
"98398512.jpg","99629811.jpg","16.00","29.00","3","4"
"94408639.jpg","99629811.jpg","440.00","29.00","3","4"
"194716532.jpg","192903101.jpg","710.00","1010.00","4","5"
"152558368.jpg","176516051.jpg","12.00","56.00","4","5"
"161526392.jpg","155028194.jpg","80.00","260.00","2,3","5"
"179039377.jpg","169245935.jpg","16.00","69.00","4","5"
"163938150.jpg","125106750.jpg","200.00","275.00","4","5"
"180776354.jpg","136318109.jpg","26.00","41.00","2,3","3"
"52258856.jpg","158777748.jpg","22.00","19.00","2,3","3"
"169842082.jpg","165815230.jpg","675.00","67.00","4","5"
"195696530.jpg","195933627.jpg","135.00","900.00","2","4"
"111157979.jpg","108349102.jpg","8.69","21.00","3,4","5"
"122388481.jpg","148127401.jpg","11.00","40.00","4","5"
"190295841.jpg","167587834.jpg","69.00","230.00","2","3"
"143402157.jpg","148876499.jpg","110.00","15.00","4","4"
"173985237.jpg","161073904.jpg","136.00","135.00","3","3"
"160720149.jpg","155718808.jpg","260.00","170.00","4","5"
"157829688.jpg","63266023.jpg","74.00","16.00","2,5","4"
"170734235.jpg","169916377.jpg","248.00","11.00","3,4","5"
"108060608.jpg","109014508.jpg","297.00","34.00","4","5"
"178546447.jpg","189279143.jpg","3390.00","645.00","3","2"
"119629480.jpg","114458069.jpg","298.00","22.00","4","5"
"194793768.jpg","191320385.jpg","335.00","388.00","4","5"
"195066170.jpg","194011366.jpg","240.00","1575.00","4","5"
"177398901.jpg","187328323.jpg","290.00","308.00","4","4"
"190796062.jpg","193658894.jpg","18.00","24.00","2","4"
"95998260.jpg","98819988.jpg","255.00","40.00","3,4","2"
"51427582.jpg","22200931.jpg","12.00","15.00","2","5"
"134036381.jpg","133148119.jpg","31.00","260.00","4","5"
"183376442.jpg","186073748.jpg","222.00","53.00","3,4","3"
"171035233.jpg","174452484.jpg","6.20","635.00","4","5"
"198807199.jpg","167536201.jpg","15.00","29.00","2","4"
"190415344.jpg","172329823.jpg","38.00","345.00","3","4"
"195328748.jpg","197317283.jpg","142.00","435.00","3","4"
"140913209.jpg","140684089.jpg","13.00","550.00","2","3"
"91379843.jpg","81070172.jpg","6.99","72.00","2","3"
"144779250.jpg","169935467.jpg","25.00","14.00","2","3"
"183376442.jpg","187319861.jpg","222.00","49.00","6,2,3","4"
"123493721.jpg","183733788.jpg","155.00","595.00","4","4"
"167991697.jpg","167980817.jpg","777.00","865.00","3","1"
"93690896.jpg","101847110.jpg","16.00","4970.00","3,4","5"
"159725071.jpg","144346451.jpg","15.00","150.00","4","3"
"135776635.jpg","139056944.jpg","1.24","7.45","2,3","4"
"126594715.jpg","130515963.jpg","91.00","96.00","4","5"
"167945632.jpg","169945541.jpg","28.00","29.00","2","4"
"165159985.jpg","154718285.jpg","65.00","125.00","2","3"
"106569622.jpg","80633955.jpg","97.00","40.00","2,3","4"
"147322908.jpg","143073319.jpg","17.00","307.00","6","3"
"136723769.jpg","122035993.jpg","1.12","26.00","3","3"
"88032506.jpg","92726975.jpg","157.00","470.00","4","5"
"103134438.jpg","112819048.jpg","197.00","81.00","3","3"
"171158940.jpg","180589194.jpg","9.00","9.99","2,3","4"
"121793183.jpg","124925531.jpg","22.00","25.00","4","4"
"150412861.jpg","150919630.jpg","5.00","23.00","4","5"
"195678057.jpg","193290547.jpg","13.00","27.00","3","3"
"133073375.jpg","133952195.jpg","8.99","37.00","4","4"
"144214589.jpg","125055187.jpg","16.00","29.00","4","1"
"144214589.jpg","144328670.jpg","16.00","78.00","2","3"
"190257211.jpg","193334618.jpg","387.00","2220.00","4","5"
"140557655.jpg","150775433.jpg","1383.00","48.00","4","5"
"109268316.jpg","100883216.jpg","115.00","43.00","4","5"
"127486650.jpg","140510692.jpg","12.00","34.00","2,5","4"
"109653880.jpg","140510692.jpg","8.00","34.00","2,5","5"
"180419880.jpg","182118766.jpg","86.00","2670.00","4","4"
"168383870.jpg","52952607.jpg","21.00","6.19","4","3"
"100018253.jpg","106190814.jpg","270.00","420.00","4","4"
"194724965.jpg","194504949.jpg","22.00","17.00","4","5"
"128042341.jpg","159187435.jpg","81.00","56.00","2,3","3"
"191544837.jpg","60043649.jpg","20.00","25.00","2,3","3"
"152236782.jpg","134593248.jpg","16.00","19.00","3","4"
"127583471.jpg","108579944.jpg","9.93","3.72","4","4"
"193196956.jpg","195039862.jpg","35.00","50.00","2,5","5"
"126842292.jpg","133232965.jpg","12.00","12.00","4","5"
"100934239.jpg","77775615.jpg","54.00","100.00","2,3","5"
"142277291.jpg","154756928.jpg","29.00","19.00","4","5"
"183936862.jpg","171696323.jpg","22.00","45.00","4","4"
"197703691.jpg","170205913.jpg","670.00","191.00","4","3"
"166465822.jpg","162353551.jpg","15.00","61.00","4","5"
"163717220.jpg","171702136.jpg","15.00","635.00","4","5"
"169945996.jpg","161591456.jpg","3.72","265.00","4","5"
"190262709.jpg","176313613.jpg","200.00","98.00","2","4"
"127117563.jpg","142949226.jpg","90.00","10.00","4","5"
"94250238.jpg","99616074.jpg","125.00","2295.00","4","5"
"127370549.jpg","115214645.jpg","42.00","9.95","3","3"
"135800449.jpg","141261213.jpg","20.00","11.00","2,3","4"
"182170898.jpg","181840166.jpg","215.00","50.00","4","4"
"167715101.jpg","163065744.jpg","28.00","23.00","2","4"
"149852635.jpg","164221626.jpg","6.82","227.00","4","5"
"130045312.jpg","100754505.jpg","49.00","215.00","2","5"
"160532947.jpg","168663787.jpg","400.00","615.00","4","5"
"154920186.jpg","162037227.jpg","45.00","60.00","3,4","4"
"165515973.jpg","177075250.jpg","28.00","20.00","2","3"
"144277714.jpg","169546580.jpg","125.00","130.00","2,3","2"
"110841948.jpg","109567785.jpg","154.00","27.00","3","3"
"166724958.jpg","165736465.jpg","40.00","35.00","3","3"
"155595900.jpg","172576651.jpg","405.00","1410.00","4","5"
"171262810.jpg","169794842.jpg","150.00","265.00","4","4"
"171572384.jpg","165938047.jpg","14.00","79.00","4","5"
"163358504.jpg","159936679.jpg","368.00","40.00","3","4"
"140990791.jpg","132236344.jpg","12.00","31.00","2,5","5"
"169187123.jpg","173726259.jpg","12.00","17.00","4","4"
"147555472.jpg","160147412.jpg","58.00","139.00","4","5"
"160016482.jpg","68298230.jpg","35.00","160.00","3","3"
"161702233.jpg","161404768.jpg","4.00","50.00","2","3"
"197005945.jpg","196354058.jpg","15.00","1460.00","4","5"
"153189165.jpg","153189254.jpg","112.00","240.00","3","4"
"194655656.jpg","162589339.jpg","6.99","18.00","4","5"
"168194894.jpg","161186262.jpg","165.00","135.00","4","5"
"182573206.jpg","173115290.jpg","198.00","498.00","4","5"
"183941713.jpg","182333702.jpg","13.00","410.00","4","5"
"167737426.jpg","169734605.jpg","55.00","40.00","4","5"
"171410386.jpg","178349225.jpg","455.00","651.00","4","4"
"167134259.jpg","162408274.jpg","25.00","40.00","4","5"
"133820913.jpg","69704612.jpg","5.00","15.00","3","4"
"172846524.jpg","170296108.jpg","9.99","47.00","4","5"
"173028998.jpg","171625220.jpg","250.00","1159.00","4","5"
"128961212.jpg","137638839.jpg","43.00","860.00","2","5"
"194895377.jpg","191139029.jpg","14.00","345.00","2","4"
"85487672.jpg","133230278.jpg","20.00","22.00","2,3","5"
"33449236.jpg","78412061.jpg","12.00","12.00","2,3","3"
"73885370.jpg","83336021.jpg","45.00","78.00","4","3"
"163307843.jpg","172373814.jpg","62.00","40.00","3","4"
"195758382.jpg","196159498.jpg","15.00","25.00","4","5"
"135231025.jpg","153049517.jpg","20.00","160.00","3","2"
"125363284.jpg","148871000.jpg","18.00","68.00","4","5"
"159268993.jpg","146459116.jpg","510.00","22.00","4","4"
"120603777.jpg","122692398.jpg","14.00","26.00","3","4"
"114875578.jpg","139987797.jpg","23.00","13.00","4","5"
"200592654.jpg","193749286.jpg","22.00","285.00","4","5"
"175199726.jpg","152098962.jpg","25.00","195.00","2","3"
"193885896.jpg","188188021.jpg","345.00","330.00","4","3"
"164964039.jpg","168683717.jpg","11.00","385.00","2","4"
"149168747.jpg","156011454.jpg","23.00","140.00","3,4","5"
"138139533.jpg","139372231.jpg","45.00","6.20","2","4"
"195849280.jpg","193026476.jpg","1258.00","310.00","4","5"
"98676532.jpg","102263462.jpg","40.00","72.00","2,3","3"
"67236495.jpg","115841094.jpg","33.00","125.00","4","4"
"104005310.jpg","105795567.jpg","45.00","14.00","2","3"
"103172189.jpg","107232901.jpg","398.00","65.00","3","3"
"130286902.jpg","134806226.jpg","245.00","185.00","2,3","3"
"177604929.jpg","167694508.jpg","14.00","72.00","4","5"
"90783971.jpg","84092982.jpg","15.00","290.00","2,3","4"
"134994123.jpg","139631168.jpg","13.00","14.00","3","4"
"152538098.jpg","164806207.jpg","62.00","630.00","3","4"
"148563107.jpg","135662965.jpg","57.00","280.00","4","3"
"181996115.jpg","134418010.jpg","281.00","170.00","4","4"
"52977053.jpg","95192453.jpg","32.00","22.00","4","3"
"168728385.jpg","178596004.jpg","13.00","22.00","4","5"
"173353478.jpg","162441602.jpg","195.00","127.00","6,4","5"
"103614326.jpg","107260814.jpg","32.00","27.00","2","4"
"198807979.jpg","132832237.jpg","22.00","5.31","3,4","2"
"145942258.jpg","163340600.jpg","12.00","375.00","4","5"
"132626050.jpg","126585579.jpg","4.96","19.00","4","3"
"162129100.jpg","158803030.jpg","24.00","62.00","3,4","4"
"174785785.jpg","172104956.jpg","900.00","372.00","4","3"
"180721232.jpg","180721393.jpg","14.00","15.00","2","4"
"158778947.jpg","150393033.jpg","7.45","7.50","4","5"
"147541002.jpg","142460572.jpg","39.00","47.00","4","4"
"139257703.jpg","152511037.jpg","19.00","69.00","2","4"
"153429769.jpg","152511037.jpg","9.00","69.00","3,4","3"
"115223246.jpg","96696592.jpg","120.00","219.00","4","5"
"182444483.jpg","199929834.jpg","27.00","50.00","4","5"
"184551414.jpg","184934174.jpg","16.00","69.00","4","5"
"112092953.jpg","116448228.jpg","7.00","23.00","4","5"
"178442579.jpg","171970324.jpg","55.00","105.00","3","3"
"103301670.jpg","99922847.jpg","365.00","14.00","4","4"
"197974671.jpg","181339814.jpg","2995.00","1150.00","3,4","4"
"164944556.jpg","169796739.jpg","20.00","31.00","4","4"
"94119378.jpg","99253803.jpg","515.00","200.00","4","4"
"149040872.jpg","140463851.jpg","14.00","45.00","3,4","4"
"196458430.jpg","188977857.jpg","9.00","248.00","4","3"
"151648184.jpg","149558918.jpg","100.00","157.00","4","4"
"97381813.jpg","117096818.jpg","115.00","20.00","3,4","3"
"152022035.jpg","190241311.jpg","89.00","230.00","2,4","4"
"109614514.jpg","110241695.jpg","275.00","35.00","4","4"
"163441612.jpg","162034167.jpg","34.00","56.00","4","5"
