o_id,item1_img_path,item2_img_path,occasion,item1_category,item2_category
5495,Amazon/images/41AnlCjsHdL.jpg,Amazon/images/41Xxi3bUPvL.jpg,3,5,10
729,Amazon/images/41QXbzohjWL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
3650,Amazon/images/41RIt4smw0L.jpg,Amazon/images/41NXceFkwCL.jpg,2,4,8
3639,Amazon/images/41mfrixrXcL.jpg,Amazon/images/415uEMF9eZL.jpg,6,5,10
5356,Amazon/images/41wlYzgOm1L.jpg,Amazon/images/41Cr%2BAECjyL.jpg,3,5,10
1082,Amazon/images/41kdRfabfVL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
1593,Amazon/images/41IzDWYIhzL.jpg,Amazon/images/31N0bKOOhAL.jpg,6,5,10
4044,Amazon/images/41OltKFeT0L.jpg,Amazon/images/41NzHlC46kL.jpg,3,5,10
3978,Amazon/images/41x%2B1fgsdOL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,11,10
5219,Amazon/images/41QXbzohjWL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
5823,Amazon/images/51qFDDr1IGL.jpg,Amazon/images/41WS2UdCGXL.jpg,2,11,8
663,Amazon/images/41ACvqXCo1L.jpg,Amazon/images/411tFNX%2B51L.jpg,2,4,10
624,Amazon/images/41hXmJSHQwL.jpg,Amazon/images/41MedmiQ68L.jpg,2,3,10
2904,Amazon/images/41cgUY-l5%2BL.jpg,Amazon/images/41E63AFImSL.jpg,2,4,8
1840,Amazon/images/41XMaguUYJL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
872,Amazon/images/41cYXgfnlsL.jpg,Amazon/images/41gi6YnWjyL.jpg,2,3,8
447,Amazon/images/51aEMalmZVL.jpg,Amazon/images/41Ca1HdjwwL.jpg,2,4,8
1041,Amazon/images/41QXvrRAR0L.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
1745,Amazon/images/51H8U9bkriL.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,11,10
5643,Amazon/images/41OltKFeT0L.jpg,Amazon/images/41TP120YxbL.jpg,3,5,8
174,Amazon/images/412aqfSS1pL.jpg,Amazon/images/41N1o69lE5L.jpg,2,4,1
2418,Amazon/images/41TN8vsO%2BkL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
661,Amazon/images/41IJ9yo-Q2L.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,4,1
4592,Amazon/images/413ZMQhB9oL.jpg,Amazon/images/41V5aOwwlGL.jpg,6,5,10
2086,Amazon/images/41mgL6RzizL.jpg,Amazon/images/419cD9L3QiL.jpg,6,5,10
2175,Amazon/images/51OmYz6fhtL.jpg,Amazon/images/41tcYHChHoL.jpg,2,3,10
924,Amazon/images/51Q91XvGgBL.jpg,Amazon/images/51oSaj2BUCL.jpg,3,5,10
2430,Amazon/images/518s3bv9OAL.jpg,Amazon/images/41c0BzUWxyL.jpg,3,5,10
4875,Amazon/images/41QXvrRAR0L.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
2836,Amazon/images/51OmYz6fhtL.jpg,Amazon/images/41tcYHChHoL.jpg,2,3,10
289,Amazon/images/41gfk-cRR9L.jpg,Amazon/images/414vK-PXiuL.jpg,2,11,10
5505,Amazon/images/41tciFNVN1L.jpg,Amazon/images/414c0cB41rL.jpg,"2,3",5,10
106,Amazon/images/513hjRocTbL.jpg,Amazon/images/51X6A29hWhL.jpg,3,5,10
589,Amazon/images/41oWegGzI%2BL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
468,Amazon/images/418NsZsSWuL.jpg,Amazon/images/41FQKH53N%2BL.jpg,3,5,10
3999,Amazon/images/41pQSp%2Bb4wL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
4160,Amazon/images/419JexNkF3L.jpg,Amazon/images/414vK-PXiuL.jpg,2,11,10
2899,Amazon/images/518M6G818cL.jpg,Amazon/images/419cD9L3QiL.jpg,6,5,10
4920,Amazon/images/41QhUr4AqSL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
2702,Amazon/images/41xDfnNfN3L.jpg,Amazon/images/41yqbdgEIeL.jpg,2,11,10
508,Amazon/images/41oMaoUIBXL.jpg,Amazon/images/41N1o69lE5L.jpg,3,5,1
1419,Amazon/images/41IzDWYIhzL.jpg,Amazon/images/4182ZwGiNXL.jpg,3,5,10
3453,Amazon/images/51jblm7ikEL.jpg,Amazon/images/41m0FgksT1L.jpg,2,11,10
2470,Amazon/images/41F4FRiozaL.jpg,Amazon/images/41Xxi3bUPvL.jpg,6,5,10
3366,Amazon/images/41Y%2BZnsR6lL.jpg,Amazon/images/31ZKv1DIcDL.jpg,3,5,10
2073,Amazon/images/41ACvqXCo1L.jpg,Amazon/images/41m0FgksT1L.jpg,2,4,10
2082,Amazon/images/41PxI9Wop-L.jpg,Amazon/images/419cD9L3QiL.jpg,2,4,10
5024,Amazon/images/41IHtUKQLeL.jpg,Amazon/images/41PYIM32NHL.jpg,2,4,10
5977,Amazon/images/414NbR-%2BjEL.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,4,10
3264,Amazon/images/41hXmJSHQwL.jpg,Amazon/images/31ZKv1DIcDL.jpg,2,3,10
3737,Amazon/images/51yE2EEO4bL.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,11,10
4000,Amazon/images/41B8xnfG0DL.jpg,Amazon/images/415uEMF9eZL.jpg,6,5,10
4479,Amazon/images/41-EGQRaJiL.jpg,Amazon/images/41sn8E0T5QL.jpg,6,5,10
4578,Amazon/images/414NbR-%2BjEL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,4,10
2459,Amazon/images/41Pix4kPJ6L.jpg,Amazon/images/419cD9L3QiL.jpg,2,11,10
2677,Amazon/images/41kh-eL91mL.jpg,Amazon/images/41rcPSO4aNL.jpg,3,5,8
3196,Amazon/images/41BMnXxIDPL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,4,10
5428,Amazon/images/41R5MpcW4PL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
4678,Amazon/images/41Y%2BZnsR6lL.jpg,Amazon/images/41Xxi3bUPvL.jpg,"6,3",5,10
2496,Amazon/images/41h6OX60D9L.jpg,Amazon/images/41rcPSO4aNL.jpg,2,4,8
1627,Amazon/images/518s3bv9OAL.jpg,Amazon/images/41N1o69lE5L.jpg,3,5,1
2662,Amazon/images/51AZ2ObaPBL.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,11,10
2309,Amazon/images/41wwVy4uZrL.jpg,Amazon/images/41rcPSO4aNL.jpg,2,3,8
2574,Amazon/images/41ndasO1tHL.jpg,Amazon/images/41m0FgksT1L.jpg,2,11,10
461,Amazon/images/412aqfSS1pL.jpg,Amazon/images/41N1o69lE5L.jpg,2,4,1
5975,Amazon/images/41rwD0YmoOL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
4109,Amazon/images/41NXEudfZQL.jpg,Amazon/images/41NzHlC46kL.jpg,2,4,10
1699,Amazon/images/414NbR-%2BjEL.jpg,Amazon/images/41PYIM32NHL.jpg,2,4,10
1334,Amazon/images/41vQjpqfWAL.jpg,Amazon/images/41PYIM32NHL.jpg,3,5,10
768,Amazon/images/518s3bv9OAL.jpg,Amazon/images/41AjHrVLTtL.jpg,3,5,10
2590,Amazon/images/41r%2BcQ%2BuwxL.jpg,Amazon/images/41B9iX4wc6L.jpg,3,5,10
579,Amazon/images/41OTjl83vYL.jpg,Amazon/images/41VLCuXs4FL.jpg,2,4,10
4269,Amazon/images/41vok28CStL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
123,Amazon/images/41OoxAnPsoL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
4934,Amazon/images/41R5MpcW4PL.jpg,Amazon/images/41nIHiljUfL.jpg,3,5,8
1308,Amazon/images/51EbAmrSo6L.jpg,Amazon/images/41dJ2It7vSL.jpg,3,5,8
1638,Amazon/images/516glx37vnL.jpg,Amazon/images/413XBtx7k5L.jpg,2,4,8
1085,Amazon/images/518s3bv9OAL.jpg,Amazon/images/41H%2BidCkkVL.jpg,3,5,8
4828,Amazon/images/41aXWUZbTXL.jpg,Amazon/images/41SlSsQcv2L.jpg,"2,3",5,1
3276,Amazon/images/51Q91XvGgBL.jpg,Amazon/images/415uEMF9eZL.jpg,6,5,10
441,Amazon/images/41ZYED-itBL.jpg,Amazon/images/51oSaj2BUCL.jpg,2,4,10
317,Amazon/images/414oOY02paL.jpg,Amazon/images/417B6s8tM5L.jpg,2,4,10
2715,Amazon/images/41SZ0UAQ1NL.jpg,Amazon/images/41bt6tUEYQL.jpg,2,4,8
2415,Amazon/images/41SFR8DGA6L.jpg,Amazon/images/413YvtgV2FL.jpg,2,4,10
5538,Amazon/images/41-EGQRaJiL.jpg,Amazon/images/41EF8EMZgML.jpg,3,5,10
5488,Amazon/images/41Ty2Hb4ebL.jpg,Amazon/images/41Vm5Wbx4yL.jpg,2,11,10
1658,Amazon/images/41186jvaMAL.jpg,Amazon/images/41CAzqZTHFL.jpg,6,5,10
5902,Amazon/images/41Fml02RScL.jpg,Amazon/images/41PKgzpBBBL.jpg,2,11,10
3287,Amazon/images/41x%2B1fgsdOL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,11,10
5021,Amazon/images/41GoRhb9jJL.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,11,10
257,Amazon/images/51EbAmrSo6L.jpg,Amazon/images/41N1o69lE5L.jpg,3,5,1
2967,Amazon/images/51F-2Cc3%2BGL.jpg,Amazon/images/41Xxi3bUPvL.jpg,3,5,10
306,Amazon/images/41IzDWYIhzL.jpg,Amazon/images/41N1o69lE5L.jpg,3,5,1
526,Amazon/images/41uKLicSMJL.jpg,Amazon/images/41Ca1HdjwwL.jpg,"2,3",5,8
4718,Amazon/images/41mfrixrXcL.jpg,Amazon/images/419gCnFEHvL.jpg,3,5,10
834,Amazon/images/41uPM1in6DL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,5,1
2799,Amazon/images/517NZHKey8L.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
193,Amazon/images/41hK6%2BVDPML.jpg,Amazon/images/41VLCuXs4FL.jpg,2,4,10
4339,Amazon/images/515DEDkbusL.jpg,Amazon/images/419gCnFEHvL.jpg,2,11,10
5860,Amazon/images/41qFqzWggxL.jpg,Amazon/images/41NzHlC46kL.jpg,3,5,10
3329,Amazon/images/51lwH9ZozvL.jpg,Amazon/images/415uEMF9eZL.jpg,2,4,10
2538,Amazon/images/413zkoiTpGL.jpg,Amazon/images/41c0BzUWxyL.jpg,3,5,10
2672,Amazon/images/41lonqEmF4L.jpg,Amazon/images/41m0FgksT1L.jpg,"2,3",5,10
4422,Amazon/images/41%2B%2B%2BNtU6-L.jpg,Amazon/images/41Cr%2BAECjyL.jpg,2,11,10
1669,Amazon/images/41wDLzifCeL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,5,10
4536,Amazon/images/412SICNjuSL.jpg,Amazon/images/41nIHiljUfL.jpg,2,11,8
4008,Amazon/images/41RC1RuuRiL.jpg,Amazon/images/41V5aOwwlGL.jpg,3,5,10
1908,Amazon/images/41iuKtlkqtL.jpg,Amazon/images/41s8GP6bQkL.jpg,3,5,8
146,Amazon/images/41tIn4YVGiL.jpg,Amazon/images/41N1o69lE5L.jpg,2,11,1
4430,Amazon/images/41r%2BcQ%2BuwxL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,3,5,10
3139,Amazon/images/417%2BX-4mN9L.jpg,Amazon/images/41iOicF0SML.jpg,2,11,6
3117,Amazon/images/41rI0A5Si7L.jpg,Amazon/images/415uEMF9eZL.jpg,2,4,10
7423,Amazon/images/51hcMNZnqjL.jpg,Amazon/images/41HbOiyS4jL.jpg,2,4,10
9967,Amazon/images/516STlWMkAL.jpg,Amazon/images/41pBNiokb-L.jpg,3,5,10
1237,Amazon/images/41ZYED-itBL.jpg,Amazon/images/41s8GP6bQkL.jpg,2,4,8
11315,Amazon/images/41syJfxsXpL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
2648,Amazon/images/41%2Bz5Rgn1XL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
3836,Amazon/images/41rI9bArlIL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,11,10
5288,Amazon/images/41GLps1MQ1L.jpg,Amazon/images/41yqbdgEIeL.jpg,2,4,10
1191,Amazon/images/41mgL6RzizL.jpg,Amazon/images/41CAzqZTHFL.jpg,"1,6",5,10
1260,Amazon/images/518s3bv9OAL.jpg,Amazon/images/41N1o69lE5L.jpg,3,5,1
1432,Amazon/images/41GLps1MQ1L.jpg,Amazon/images/41yqbdgEIeL.jpg,2,4,10
5460,Amazon/images/41BBcY%2BFX3L.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
659,Amazon/images/41S3f7jczAL.jpg,Amazon/images/41Ca1HdjwwL.jpg,3,5,8
2349,Amazon/images/41kZURlDotL.jpg,Amazon/images/413YvtgV2FL.jpg,3,5,10
5553,Amazon/images/51EbAmrSo6L.jpg,Amazon/images/414c0cB41rL.jpg,3,5,10
3768,Amazon/images/41UWmuL4HrL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,11,1
1777,Amazon/images/41Yk0l0b1JL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,2,11,10
5334,Amazon/images/418NsZsSWuL.jpg,Amazon/images/41EF8EMZgML.jpg,3,5,10
1131,Amazon/images/41iMVXNlZ2L.jpg,Amazon/images/41MedmiQ68L.jpg,"1,6",5,10
5132,Amazon/images/41NXEudfZQL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,4,10
1716,Amazon/images/51BPGvDNY6L.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
2766,Amazon/images/415A17bnr1L.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,11,10
983,Amazon/images/41tIn4YVGiL.jpg,Amazon/images/41N1o69lE5L.jpg,2,11,1
2850,Amazon/images/41L3GZgwRSL.jpg,Amazon/images/41c0BzUWxyL.jpg,2,11,10
943,Amazon/images/41ZYED-itBL.jpg,Amazon/images/51oSaj2BUCL.jpg,2,4,10
2762,Amazon/images/41pKEClvSyL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,4,10
2118,Amazon/images/41JFKTyh9OL.jpg,Amazon/images/41B9iX4wc6L.jpg,2,4,10
5454,Amazon/images/41krmmjHNnL.jpg,Amazon/images/41PYIM32NHL.jpg,6,5,10
5444,Amazon/images/41h6OX60D9L.jpg,Amazon/images/41m0FgksT1L.jpg,2,4,10
5242,Amazon/images/412aqfSS1pL.jpg,Amazon/images/41Xxi3bUPvL.jpg,"2,3",4,10
5362,Amazon/images/41ZYED-itBL.jpg,Amazon/images/41PKgzpBBBL.jpg,2,4,10
1825,Amazon/images/41mgL6RzizL.jpg,Amazon/images/41CAzqZTHFL.jpg,"1,6",5,10
1798,Amazon/images/41aqqQtoBhL.jpg,Amazon/images/41s8GP6bQkL.jpg,2,4,8
5898,Amazon/images/41ceXU7MMIL.jpg,Amazon/images/4162-T9AazL.jpg,2,5,8
4336,Amazon/images/41rI0A5Si7L.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,4,10
4690,Amazon/images/41RIt4smw0L.jpg,Amazon/images/41SlSsQcv2L.jpg,2,4,1
4395,Amazon/images/41OoxAnPsoL.jpg,Amazon/images/419gCnFEHvL.jpg,6,5,10
2982,Amazon/images/51EbAmrSo6L.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
1554,Amazon/images/41agb7Zl0WL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,11,10
5337,Amazon/images/41-EGQRaJiL.jpg,Amazon/images/41Vm5Wbx4yL.jpg,6,5,10
283,Amazon/images/41aOAyhhbPL.jpg,Amazon/images/41N1o69lE5L.jpg,3,5,1
4973,Amazon/images/41-295en0IL.jpg,Amazon/images/41sn8E0T5QL.jpg,6,5,10
5484,Amazon/images/41AnlCjsHdL.jpg,Amazon/images/41Xxi3bUPvL.jpg,6,5,10
4333,Amazon/images/41onRAvFhDL.jpg,Amazon/images/41qiQqqLDUL.jpg,"2,3",5,10
2497,Amazon/images/41ndasO1tHL.jpg,Amazon/images/41m0FgksT1L.jpg,2,11,10
4185,Amazon/images/41RC1RuuRiL.jpg,Amazon/images/41V5aOwwlGL.jpg,3,5,10
5306,Amazon/images/41Isd3hHB6L.jpg,Amazon/images/4182ZwGiNXL.jpg,"2,3",5,10
621,Amazon/images/41oWegGzI%2BL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
875,Amazon/images/41IHtUKQLeL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,4,1
3172,Amazon/images/51OmYz6fhtL.jpg,Amazon/images/41kr4bjN6tL.jpg,2,3,8
4243,Amazon/images/51Q91XvGgBL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,"6,3",5,10
1766,Amazon/images/41ugbcCZ89L.jpg,Amazon/images/41CAzqZTHFL.jpg,3,5,10
4891,Amazon/images/41HyfejhFsL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,4,10
2401,Amazon/images/31gw6lNELpL.jpg,Amazon/images/41B9iX4wc6L.jpg,3,5,10
687,Amazon/images/41OltKFeT0L.jpg,Amazon/images/31gN%2BxtNdoL.jpg,3,5,10
5877,Amazon/images/41rMMBuorIL.jpg,Amazon/images/41TP120YxbL.jpg,2,11,8
307,Amazon/images/414NbR-%2BjEL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
2690,Amazon/images/419cnAlA%2BWL.jpg,Amazon/images/41E63AFImSL.jpg,3,5,8
1412,Amazon/images/51Q91XvGgBL.jpg,Amazon/images/41PYIM32NHL.jpg,3,5,10
5870,Amazon/images/4111QYmlOfL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
2095,Amazon/images/41fBP8ATFDL.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,11,10
2183,Amazon/images/41sejDTwd2L.jpg,Amazon/images/41tcYHChHoL.jpg,2,11,10
4215,Amazon/images/51ElcvqU6PL.jpg,Amazon/images/41jK7-wnymL.jpg,3,5,10
14565,Amazon/images/41de3jRYgEL.jpg,Amazon/images/41scpnkGpDL.jpg,2,11,10
890,Amazon/images/41fBP8ATFDL.jpg,Amazon/images/41Ca1HdjwwL.jpg,2,11,8
1821,Amazon/images/41lDhdLqLYL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
3645,Amazon/images/41ugbcCZ89L.jpg,Amazon/images/31ZKv1DIcDL.jpg,3,5,10
5063,Amazon/images/51QHmX3tKwL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,4,10
2100,Amazon/images/41kCSfRaJRL.jpg,Amazon/images/41c0BzUWxyL.jpg,3,5,10
4921,Amazon/images/41X0sYtp9BL.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,4,10
5424,Amazon/images/413zkoiTpGL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
5647,Amazon/images/41tIn4YVGiL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,11,10
545,Amazon/images/41h6OX60D9L.jpg,Amazon/images/41FQKH53N%2BL.jpg,2,4,10
5363,Amazon/images/51aEMalmZVL.jpg,Amazon/images/41TP120YxbL.jpg,2,4,8
5277,Amazon/images/41Fml02RScL.jpg,Amazon/images/41PKgzpBBBL.jpg,2,11,10
1249,Amazon/images/419JexNkF3L.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,11,10
3900,Amazon/images/51V5LW16WwL.jpg,Amazon/images/41NXceFkwCL.jpg,3,5,8
1645,Amazon/images/41-EGQRaJiL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
5184,Amazon/images/41wlYzgOm1L.jpg,Amazon/images/41Cr%2BAECjyL.jpg,6,5,10
5755,Amazon/images/41IzDWYIhzL.jpg,Amazon/images/41WS2UdCGXL.jpg,"2,3",5,8
3090,Amazon/images/51jblm7ikEL.jpg,Amazon/images/41m0FgksT1L.jpg,2,11,10
1599,Amazon/images/51EbAmrSo6L.jpg,Amazon/images/41H%2BidCkkVL.jpg,"2,3",5,8
1098,Amazon/images/41Ayhl919zL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,11,10
4220,Amazon/images/41OltKFeT0L.jpg,Amazon/images/41NzHlC46kL.jpg,3,5,10
740,Amazon/images/41GWkg7Jw8L.jpg,Amazon/images/417B6s8tM5L.jpg,3,5,10
1203,Amazon/images/412SICNjuSL.jpg,Amazon/images/41dJ2It7vSL.jpg,2,11,8
2461,Amazon/images/51%2B2qgWCeeL.jpg,Amazon/images/41Ww5lQOsrL.jpg,"2,3",5,10
5421,Amazon/images/41sU-YZAGIL.jpg,Amazon/images/41EF8EMZgML.jpg,3,5,10
5887,Amazon/images/41krmmjHNnL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
3201,Amazon/images/41SaG1G9jxL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,11,10
5922,Amazon/images/41VQTQMJOrL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,2,4,10
3053,Amazon/images/41LWUaHEEVL.jpg,Amazon/images/31ZKv1DIcDL.jpg,2,4,10
4836,Amazon/images/41onRAvFhDL.jpg,Amazon/images/41qiQqqLDUL.jpg,"2,3",5,10
2966,Amazon/images/41QXvrRAR0L.jpg,Amazon/images/41Xxi3bUPvL.jpg,3,5,10
4382,Amazon/images/512GlyYwORL.jpg,Amazon/images/41sn8E0T5QL.jpg,"2,3",5,10
4535,Amazon/images/41PxI9Wop-L.jpg,Amazon/images/41sn8E0T5QL.jpg,2,4,10
5239,Amazon/images/416Aek8tVBL.jpg,Amazon/images/41Vm5Wbx4yL.jpg,2,11,10
3606,Amazon/images/51ZC2G0FeLL.jpg,Amazon/images/41iOicF0SML.jpg,2,11,6
4896,Amazon/images/41UK58%2BjNPL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,3,5,10
2133,Amazon/images/419cnAlA%2BWL.jpg,Amazon/images/41E63AFImSL.jpg,3,5,8
514,Amazon/images/41oMaoUIBXL.jpg,Amazon/images/41Ca1HdjwwL.jpg,3,5,8
5199,Amazon/images/41SZ0UAQ1NL.jpg,Amazon/images/41TP120YxbL.jpg,2,4,8
2093,Amazon/images/51nfOqGSuPL.jpg,Amazon/images/41E63AFImSL.jpg,2,11,8
4433,Amazon/images/41hTMeEWrDL.jpg,Amazon/images/411tFNX%2B51L.jpg,"2,3",5,10
1828,Amazon/images/41aqqQtoBhL.jpg,Amazon/images/41s8GP6bQkL.jpg,2,4,8
190,Amazon/images/41RW%2BApv1VL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,4,10
2367,Amazon/images/41tEU%2BL9xLL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,4,10
5370,Amazon/images/41RIt4smw0L.jpg,Amazon/images/61QVKClY3mL.jpg,2,4,8
5696,Amazon/images/41gxh18-M5L.jpg,Amazon/images/414c0cB41rL.jpg,2,4,10
2007,Amazon/images/51mdmNCD3SL.jpg,Amazon/images/4162-T9AazL.jpg,2,11,8
5347,Amazon/images/41PpGoBJr7L.jpg,Amazon/images/41Cr%2BAECjyL.jpg,2,5,10
2912,Amazon/images/41rI0A5Si7L.jpg,Amazon/images/413YvtgV2FL.jpg,2,4,10
5379,Amazon/images/41L3GZgwRSL.jpg,Amazon/images/4162-T9AazL.jpg,2,11,8
2380,Amazon/images/41TRQVFmSzL.jpg,Amazon/images/41E63AFImSL.jpg,"6,3",5,8
5931,Amazon/images/41tEU%2BL9xLL.jpg,Amazon/images/61QVKClY3mL.jpg,2,4,8
240,Amazon/images/41d-PHHF1rL.jpg,Amazon/images/41VLCuXs4FL.jpg,"2,3",5,10
3982,Amazon/images/41KEjeI5vwL.jpg,Amazon/images/41gi6YnWjyL.jpg,2,11,8
2081,Amazon/images/416u%2BvdfVML.jpg,Amazon/images/41ULoeb0BRL.jpg,2,11,8
5108,Amazon/images/51swbvYcZsL.jpg,Amazon/images/41PYIM32NHL.jpg,2,3,10
3527,Amazon/images/410nNFpo9xL.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
4104,Amazon/images/41TRQVFmSzL.jpg,Amazon/images/41Ww5lQOsrL.jpg,6,5,10
10059,Amazon/images/51rlmOosMRL.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,11,10
10850,Amazon/images/416lRLGiV9L.jpg,Amazon/images/41yqbdgEIeL.jpg,2,11,10
5584,Amazon/images/41IOoczRRlL.jpg,Amazon/images/41n39srVFAL.jpg,2,4,10
10859,Amazon/images/41hGlu7hxjL.jpg,Amazon/images/4182ZwGiNXL.jpg,3,5,10
8461,Amazon/images/41kTw6c-lOL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
8627,Amazon/images/41HyO3j2KWL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,11,10
1782,Amazon/images/41oMaoUIBXL.jpg,Amazon/images/31N0bKOOhAL.jpg,3,5,10
